chrom_zdna,zdna_start,zdna_end,score,chrom_promoter,promoter_start,promoter_end,gene_symbol,strand,gene_name
NC_043004.1,41368086,41368100,21.0,NC_043004.1,41367675,41368674,LOC115215004,+,"phospholipid phosphatase 6, transcript variant X2"
NC_043004.1,41368334,41368350,24.0,NC_043004.1,41367675,41368674,LOC115215004,+,"phospholipid phosphatase 6, transcript variant X2"
NC_043004.1,41426353,41426369,123.0,NC_043004.1,41426046,41427045,LOC115215108,-,uncharacterized LOC115215108
NC_043004.1,41426453,41426466,19.5,NC_043004.1,41426046,41427045,LOC115215108,-,uncharacterized LOC115215108
NC_043004.1,41469926,41469953,40.5,NC_043004.1,41469438,41470437,LOC115215122,+,"probable transcriptional regulatory protein PERMA_0079, transcript variant X2"
NC_043004.1,41469954,41469971,25.5,NC_043004.1,41469438,41470437,LOC115215122,+,"probable transcriptional regulatory protein PERMA_0079, transcript variant X2"
NC_043004.1,41469972,41469986,21.0,NC_043004.1,41469438,41470437,LOC115215122,+,"probable transcriptional regulatory protein PERMA_0079, transcript variant X2"
NC_043004.1,41469988,41470004,46.0,NC_043004.1,41469438,41470437,LOC115215122,+,"probable transcriptional regulatory protein PERMA_0079, transcript variant X2"
NC_043004.1,41499087,41499100,118.5,NC_043004.1,41498742,41499741,LOC118764431,+,uncharacterized LOC118764431
NC_043004.1,41499698,41499714,24.0,NC_043004.1,41498742,41499741,LOC118764431,+,uncharacterized LOC118764431
NC_043004.1,41683636,41683650,43.0,NC_043004.1,41683276,41684275,LOC118764471,-,uncharacterized LOC118764471
NC_043004.1,44777840,44777860,52.0,NC_043004.1,44777486,44778485,LOC115215305,-,
NC_043004.1,44777868,44777882,87.0,NC_043004.1,44777486,44778485,LOC115215305,-,
NC_043004.1,44778069,44778093,58.0,NC_043004.1,44777486,44778485,LOC115215305,-,
NC_043004.1,44778112,44778129,58.5,NC_043004.1,44777486,44778485,LOC115215305,-,
NC_043004.1,44778130,44778147,58.5,NC_043004.1,44777486,44778485,LOC115215305,-,
NC_043004.1,44778148,44778165,69.5,NC_043004.1,44777486,44778485,LOC115215305,-,
NC_043004.1,44898475,44898501,105.0,NC_043004.1,44897504,44898503,LOC118764543,+,uncharacterized LOC118764543
NC_043004.1,44922122,44922136,21.0,NC_043004.1,44921848,44922847,LOC115215131,+,"zinc finger CCCH domain-containing protein 10-like, transcript variant X7"
NC_043004.1,44922187,44922198,49.5,NC_043004.1,44921848,44922847,LOC115215131,+,"zinc finger CCCH domain-containing protein 10-like, transcript variant X7"
NC_043004.1,44922537,44922550,41.5,NC_043004.1,44921848,44922847,LOC115215131,+,"zinc finger CCCH domain-containing protein 10-like, transcript variant X7"
NC_043004.1,44922573,44922600,62.5,NC_043004.1,44921848,44922847,LOC115215131,+,"zinc finger CCCH domain-containing protein 10-like, transcript variant X7"
NC_043004.1,44922619,44922636,47.5,NC_043004.1,44921848,44922847,LOC115215131,+,"zinc finger CCCH domain-containing protein 10-like, transcript variant X7"
NC_043004.1,44922659,44922672,19.5,NC_043004.1,44921848,44922847,LOC115215131,+,"zinc finger CCCH domain-containing protein 10-like, transcript variant X7"
NC_043004.1,44922729,44922752,56.5,NC_043004.1,44921848,44922847,LOC115215131,+,"zinc finger CCCH domain-containing protein 10-like, transcript variant X7"
NC_043004.1,45363095,45363110,22.5,NC_043004.1,45362296,45363295,LOC115215264,+,U6 spliceosomal RNA
NC_043004.1,45580172,45580184,18.0,NC_043004.1,45579423,45580422,LOC118764435,-,uncharacterized LOC118764435
NC_043004.1,45580260,45580273,30.5,NC_043004.1,45579423,45580422,LOC118764435,-,uncharacterized LOC118764435
NC_043004.1,47581690,47581704,21.0,NC_043004.1,47581658,47582657,LOC115215267,+,U6 spliceosomal RNA
NC_043004.1,47581706,47581718,18.0,NC_043004.1,47581658,47582657,LOC115215267,+,U6 spliceosomal RNA
NC_043004.1,47581793,47581804,71.5,NC_043004.1,47581658,47582657,LOC115215267,+,U6 spliceosomal RNA
NC_043004.1,47581812,47581828,24.0,NC_043004.1,47581658,47582657,LOC115215267,+,U6 spliceosomal RNA
NC_043004.1,47582404,47582426,33.0,NC_043004.1,47581658,47582657,LOC115215267,+,U6 spliceosomal RNA
NC_043004.1,48097683,48097699,46.0,NC_043004.1,48096991,48097990,LOC115215238,-,"putative acyl-CoA synthetase YngI, transcript variant X2"
NC_043004.1,48097801,48097851,75.0,NC_043004.1,48096991,48097990,LOC115215238,-,"putative acyl-CoA synthetase YngI, transcript variant X2"
NC_043004.1,48244532,48244543,16.5,NC_043004.1,48244158,48245157,LOC118764436,+,uncharacterized LOC118764436
NC_043004.1,48537130,48537142,18.0,NC_043004.1,48536711,48537710,LOC115215230,+,ubiquitin-like-conjugating enzyme ATG10
NC_043004.1,49357984,49357997,63.5,NC_043004.1,49357471,49358470,LOC115215244,+,"RB1-inducible coiled-coil protein 1, transcript variant X1"
NC_043004.1,49358020,49358034,109.0,NC_043004.1,49357471,49358470,LOC115215244,+,"RB1-inducible coiled-coil protein 1, transcript variant X1"
NC_043004.1,49358036,49358051,22.5,NC_043004.1,49357471,49358470,LOC115215244,+,"RB1-inducible coiled-coil protein 1, transcript variant X1"
NC_043004.1,49358053,49358108,82.5,NC_043004.1,49357471,49358470,LOC115215244,+,"RB1-inducible coiled-coil protein 1, transcript variant X1"
NC_043004.1,49781539,49781557,27.0,NC_043004.1,49780644,49781643,LOC118764546,+,uncharacterized LOC118764546
NC_043004.1,49916346,49916371,37.5,NC_043004.1,49915807,49916806,LOC118764548,+,"uncharacterized LOC118764548, transcript variant X2"
NC_043004.1,50011322,50011336,21.0,NC_043004.1,50011147,50012146,LOC115214757,+,probable basic-leucine zipper transcription factor J
NC_043004.1,50011679,50011690,16.5,NC_043004.1,50011147,50012146,LOC115214757,+,probable basic-leucine zipper transcription factor J
NC_043004.1,50011691,50011702,16.5,NC_043004.1,50011147,50012146,LOC115214757,+,probable basic-leucine zipper transcription factor J
NC_043004.1,50079387,50079419,70.0,NC_043004.1,50079098,50080097,LOC115214812,-,inactive pancreatic lipase-related protein 1
NC_043004.1,50079421,50079435,21.0,NC_043004.1,50079098,50080097,LOC115214812,-,inactive pancreatic lipase-related protein 1
NC_043004.1,50079436,50079483,81.5,NC_043004.1,50079098,50080097,LOC115214812,-,inactive pancreatic lipase-related protein 1
NC_043004.1,50079485,50079498,19.5,NC_043004.1,50079098,50080097,LOC115214812,-,inactive pancreatic lipase-related protein 1
NC_043004.1,50314278,50314342,96.0,NC_043004.1,50313739,50314738,LOC115214814,+,uncharacterized LOC115214814
NC_043004.1,50314344,50314356,18.0,NC_043004.1,50313739,50314738,LOC115214814,+,uncharacterized LOC115214814
NC_043004.1,50367655,50367667,62.0,NC_043004.1,50367345,50368344,LOC115214938,+,"choline transporter-like protein 1, transcript variant X2"
NC_043004.1,50367943,50367955,18.0,NC_043004.1,50367345,50368344,LOC115214938,+,"choline transporter-like protein 1, transcript variant X2"
NC_043004.1,50540992,50541031,58.5,NC_043004.1,50540365,50541364,LOC118764550,+,uncharacterized LOC118764550
NC_043004.1,50541223,50541263,60.0,NC_043004.1,50540365,50541364,LOC118764550,+,uncharacterized LOC118764550
NC_043004.1,50592731,50592770,256.5,NC_043004.1,50592726,50593725,LOC115215235,-,"ergothioneine biosynthesis protein 1-like, transcript variant X3"
NC_043004.1,50593025,50593038,19.5,NC_043004.1,50592726,50593725,LOC115215235,-,"ergothioneine biosynthesis protein 1-like, transcript variant X3"
NC_043004.1,50593316,50593328,18.0,NC_043004.1,50592726,50593725,LOC115215235,-,"ergothioneine biosynthesis protein 1-like, transcript variant X3"
NC_043004.1,50730286,50730302,24.0,NC_043004.1,50729382,50730381,LOC115215153,+,homeobox protein PKNOX1
NC_043004.1,50730368,50730386,71.0,NC_043004.1,50729382,50730381,LOC115215153,+,homeobox protein PKNOX1
NC_043004.1,50856146,50856170,168.0,NC_043004.1,50855760,50856759,Trnam-cau,+,tRNA-Met
NC_043004.1,50856180,50856194,76.0,NC_043004.1,50855760,50856759,Trnam-cau,+,tRNA-Met
NC_043004.1,50856610,50856633,67.5,NC_043004.1,50855760,50856759,Trnam-cau,+,tRNA-Met
NC_043004.1,50856635,50856665,45.0,NC_043004.1,50855760,50856759,Trnam-cau,+,tRNA-Met
NC_043004.1,50856146,50856170,168.0,NC_043004.1,50856108,50857107,Trnam-cau,+,tRNA-Met
NC_043004.1,50856180,50856194,76.0,NC_043004.1,50856108,50857107,Trnam-cau,+,tRNA-Met
NC_043004.1,50856610,50856633,67.5,NC_043004.1,50856108,50857107,Trnam-cau,+,tRNA-Met
NC_043004.1,50856635,50856665,45.0,NC_043004.1,50856108,50857107,Trnam-cau,+,tRNA-Met
NC_043004.1,50857303,50857315,18.0,NC_043004.1,50857193,50858192,Trnam-cau,+,tRNA-Met
NC_043004.1,50857645,50857657,40.0,NC_043004.1,50857193,50858192,Trnam-cau,+,tRNA-Met
NC_043004.1,50857676,50857688,84.0,NC_043004.1,50857193,50858192,Trnam-cau,+,tRNA-Met
NC_043004.1,50857645,50857657,40.0,NC_043004.1,50857544,50858543,Trnam-cau,+,tRNA-Met
NC_043004.1,50857676,50857688,84.0,NC_043004.1,50857544,50858543,Trnam-cau,+,tRNA-Met
NC_043004.1,50858446,50858458,40.0,NC_043004.1,50857544,50858543,Trnam-cau,+,tRNA-Met
NC_043004.1,50980663,50980675,18.0,NC_043004.1,50979711,50980710,LOC115214896,+,Krueppel-like factor 10
NC_043004.1,51371046,51371062,46.0,NC_043004.1,51370978,51371977,LOC115215037,-,"mitogen-activated protein kinase kinase kinase 1-like, transcript variant X2"
NC_043004.1,51371146,51371166,30.0,NC_043004.1,51370978,51371977,LOC115215037,-,"mitogen-activated protein kinase kinase kinase 1-like, transcript variant X2"
NC_043004.1,51371579,51371597,27.0,NC_043004.1,51370978,51371977,LOC115215037,-,"mitogen-activated protein kinase kinase kinase 1-like, transcript variant X2"
NC_043004.1,51400536,51400556,30.0,NC_043004.1,51399935,51400934,Trnar-ucg,+,tRNA-Arg
NC_043004.1,51400721,51400733,18.0,NC_043004.1,51399935,51400934,Trnar-ucg,+,tRNA-Arg
NC_043004.1,51400734,51400760,116.0,NC_043004.1,51399935,51400934,Trnar-ucg,+,tRNA-Arg
NC_043004.1,51400762,51400776,76.0,NC_043004.1,51399935,51400934,Trnar-ucg,+,tRNA-Arg
NC_043004.1,51400797,51400817,74.0,NC_043004.1,51399935,51400934,Trnar-ucg,+,tRNA-Arg
NC_043004.1,51417481,51417497,24.0,NC_043004.1,51417456,51418455,Trnai-aau,+,tRNA-Ile
NC_043004.1,51448319,51448331,18.0,NC_043004.1,51447382,51448381,Trnai-aau,+,tRNA-Ile
NC_043004.1,51449072,51449087,99.5,NC_043004.1,51448589,51449588,Trnai-aau,+,tRNA-Ile
NC_043004.1,51449343,51449355,18.0,NC_043004.1,51448589,51449588,Trnai-aau,+,tRNA-Ile
NC_043004.1,52189605,52189621,46.0,NC_043004.1,52189522,52190521,LOC115215293,+,U6atac minor spliceosomal RNA
NC_043004.1,52190400,52190446,91.0,NC_043004.1,52189522,52190521,LOC115215293,+,U6atac minor spliceosomal RNA
NC_043004.1,52292417,52292434,69.5,NC_043004.1,52292111,52293110,LOC118764437,+,uncharacterized LOC118764437
NC_043004.1,52292436,52292453,58.5,NC_043004.1,52292111,52293110,LOC118764437,+,uncharacterized LOC118764437
NC_043004.1,52531592,52531604,40.0,NC_043004.1,52530660,52531659,LOC115215310,+,
NC_043004.1,52799546,52799614,102.0,NC_043004.1,52799190,52800189,LOC118764438,+,uncharacterized LOC118764438
NC_043004.1,52799914,52799934,129.0,NC_043004.1,52799190,52800189,LOC118764438,+,uncharacterized LOC118764438
NC_043004.1,52799946,52799961,22.5,NC_043004.1,52799190,52800189,LOC118764438,+,uncharacterized LOC118764438
NC_043004.1,53173450,53173492,63.0,NC_043004.1,53172835,53173834,LOC118764551,-,uncharacterized LOC118764551
NC_043004.1,55019894,55019906,18.0,NC_043004.1,55018938,55019937,LOC118764554,+,uncharacterized LOC118764554
NC_043004.1,55074133,55074144,49.5,NC_043004.1,55073750,55074749,LOC115215180,-,TLC domain-containing protein 4-B-like
NC_043004.1,55074258,55074270,51.0,NC_043004.1,55073750,55074749,LOC115215180,-,TLC domain-containing protein 4-B-like
NC_043004.1,55074639,55074655,24.0,NC_043004.1,55073750,55074749,LOC115215180,-,TLC domain-containing protein 4-B-like
NC_043004.1,55095971,55095983,18.0,NC_043004.1,55095878,55096877,LOC115215181,+,UDP-N-acetylglucosamine transferase subunit ALG14 homolog
NC_043004.1,55275193,55275209,24.0,NC_043004.1,55275086,55276085,LOC115215176,+,acetylcholinesterase
NC_043004.1,55275375,55275409,73.0,NC_043004.1,55275086,55276085,LOC115215176,+,acetylcholinesterase
NC_043004.1,55275466,55275490,36.0,NC_043004.1,55275086,55276085,LOC115215176,+,acetylcholinesterase
NC_043004.1,55275491,55275506,22.5,NC_043004.1,55275086,55276085,LOC115215176,+,acetylcholinesterase
NC_043004.1,55275507,55275520,41.5,NC_043004.1,55275086,55276085,LOC115215176,+,acetylcholinesterase
NC_043004.1,55275906,55275962,150.0,NC_043004.1,55275086,55276085,LOC115215176,+,acetylcholinesterase
NC_043004.1,55276019,55276030,38.5,NC_043004.1,55275086,55276085,LOC115215176,+,acetylcholinesterase
NC_043004.1,55276080,55276104,91.0,NC_043004.1,55275086,55276085,LOC115215176,+,acetylcholinesterase
NC_043004.1,55483954,55483966,18.0,NC_043004.1,55483724,55484723,LOC118764552,+,uncharacterized LOC118764552
NC_043004.1,55484160,55484172,18.0,NC_043004.1,55483724,55484723,LOC118764552,+,uncharacterized LOC118764552
NC_043004.1,57932939,57932952,41.5,NC_043004.1,57932524,57933523,LOC118764557,+,uncharacterized LOC118764557
NC_043004.1,58735673,58735685,18.0,NC_043004.1,58734729,58735728,LOC115215266,-,U6 spliceosomal RNA
NC_043004.1,58828928,58828939,27.5,NC_043004.1,58828088,58829087,LOC118764558,-,uncharacterized LOC118764558
NC_043004.1,58984898,58984925,40.5,NC_043004.1,58984815,58985814,LOC115214822,-,hybrid signal transduction protein dokA-like
NC_043004.1,58984927,58984939,84.0,NC_043004.1,58984815,58985814,LOC115214822,-,hybrid signal transduction protein dokA-like
NC_043004.1,58984974,58984985,16.5,NC_043004.1,58984815,58985814,LOC115214822,-,hybrid signal transduction protein dokA-like
NC_043004.1,58985007,58985020,52.5,NC_043004.1,58984815,58985814,LOC115214822,-,hybrid signal transduction protein dokA-like
NC_043004.1,59306413,59306425,40.0,NC_043004.1,59306143,59307142,LOC115215294,-,
NC_043004.1,59306427,59306439,18.0,NC_043004.1,59306143,59307142,LOC115215294,-,
NC_043004.1,61156248,61156261,30.5,NC_043004.1,61155584,61156583,LOC115214824,+,membrane metallo-endopeptidase-like 1
NC_043004.1,61156262,61156273,38.5,NC_043004.1,61155584,61156583,LOC115214824,+,membrane metallo-endopeptidase-like 1
NC_043004.1,61156479,61156490,27.5,NC_043004.1,61155584,61156583,LOC115214824,+,membrane metallo-endopeptidase-like 1
NC_043004.1,61156491,61156503,62.0,NC_043004.1,61155584,61156583,LOC115214824,+,membrane metallo-endopeptidase-like 1
NC_043004.1,61427291,61427313,33.0,NC_043004.1,61426463,61427462,LOC115215057,+,"endothelin-converting enzyme homolog, transcript variant X1"
NC_043004.1,62377992,62378010,27.0,NC_043004.1,62377621,62378620,LOC115215151,+,"orexin receptor type 2, transcript variant X1"
NC_043004.1,62378016,62378028,40.0,NC_043004.1,62377621,62378620,LOC115215151,+,"orexin receptor type 2, transcript variant X1"
NC_043004.1,62378051,62378062,38.5,NC_043004.1,62377621,62378620,LOC115215151,+,"orexin receptor type 2, transcript variant X1"
NC_043004.1,62378070,62378085,55.5,NC_043004.1,62377621,62378620,LOC115215151,+,"orexin receptor type 2, transcript variant X1"
NC_043004.1,62989233,62989287,81.0,NC_043004.1,62988941,62989940,LOC115214825,-,"uncharacterized LOC115214825, transcript variant X2"
NC_043004.1,63350315,63350331,35.0,NC_043004.1,63350161,63351160,LOC118764562,-,uncharacterized LOC118764562
NC_043004.1,63350342,63350353,16.5,NC_043004.1,63350161,63351160,LOC118764562,-,uncharacterized LOC118764562
NC_043004.1,64003705,64003721,112.0,NC_043004.1,64002917,64003916,LOC115214763,-,"uncharacterized LOC115214763, transcript variant X1"
NC_043004.1,64003851,64003864,19.5,NC_043004.1,64002917,64003916,LOC115214763,-,"uncharacterized LOC115214763, transcript variant X1"
NC_043004.1,64003866,64003881,44.5,NC_043004.1,64002917,64003916,LOC115214763,-,"uncharacterized LOC115214763, transcript variant X1"
NC_043004.1,64003882,64003901,39.5,NC_043004.1,64002917,64003916,LOC115214763,-,"uncharacterized LOC115214763, transcript variant X1"
NC_043004.1,64003902,64003927,37.5,NC_043004.1,64002917,64003916,LOC115214763,-,"uncharacterized LOC115214763, transcript variant X1"
NC_043004.1,64050610,64050628,27.0,NC_043004.1,64050287,64051286,LOC118764440,-,uncharacterized LOC118764440
NC_043004.1,64359649,64359660,16.5,NC_043004.1,64358767,64359766,LOC115214914,+,"CUGBP Elav-like family member 4, transcript variant X5"
NC_043004.1,64654006,64654025,83.5,NC_043004.1,64653496,64654495,LOC118764564,+,uncharacterized LOC118764564
NC_043004.1,64654275,64654290,22.5,NC_043004.1,64653496,64654495,LOC118764564,+,uncharacterized LOC118764564
NC_043004.1,64654328,64654345,25.5,NC_043004.1,64653496,64654495,LOC118764564,+,uncharacterized LOC118764564
NC_043004.1,64654495,64654508,19.5,NC_043004.1,64653496,64654495,LOC118764564,+,uncharacterized LOC118764564
NC_043004.1,64892379,64892390,71.5,NC_043004.1,64892340,64893339,LOC115214998,-,"zinc finger protein 665-like, transcript variant X2"
NC_043004.1,64892540,64892551,71.5,NC_043004.1,64892340,64893339,LOC115214998,-,"zinc finger protein 665-like, transcript variant X2"
NC_043004.1,64892950,64892962,29.0,NC_043004.1,64892340,64893339,LOC115214998,-,"zinc finger protein 665-like, transcript variant X2"
NC_043004.1,64916061,64916072,16.5,NC_043004.1,64915170,64916169,LOC118764565,+,uncharacterized LOC118764565
NC_043004.1,64930108,64930120,18.0,NC_043004.1,64929990,64930989,LOC115215123,+,zinc finger protein 726-like
NC_043004.1,64930324,64930338,32.0,NC_043004.1,64929990,64930989,LOC115215123,+,zinc finger protein 726-like
NC_043004.1,64962061,64962075,21.0,NC_043004.1,64961778,64962777,LOC115214832,+,uncharacterized LOC115214832
NC_043004.1,64962676,64962699,45.5,NC_043004.1,64961778,64962777,LOC115214832,+,uncharacterized LOC115214832
NC_043004.1,65179842,65179853,60.5,NC_043004.1,65179053,65180052,LOC115215285,+,
NC_043004.1,65330623,65330644,31.5,NC_043004.1,65330539,65331538,LOC118764566,-,uncharacterized LOC118764566
NC_043004.1,65330646,65330659,19.5,NC_043004.1,65330539,65331538,LOC118764566,-,uncharacterized LOC118764566
NC_043004.1,65330667,65330681,21.0,NC_043004.1,65330539,65331538,LOC118764566,-,uncharacterized LOC118764566
NC_043004.1,68282601,68282612,16.5,NC_043004.1,68281826,68282825,LOC115215313,-,
NC_043004.1,68282667,68282679,18.0,NC_043004.1,68281826,68282825,LOC115215313,-,
NC_043004.1,68457313,68457329,24.0,NC_043004.1,68457293,68458292,LOC115214834,+,histone-lysine N-methyltransferase SETMAR-like
NC_043004.1,68457341,68457357,57.0,NC_043004.1,68457293,68458292,LOC115214834,+,histone-lysine N-methyltransferase SETMAR-like
NC_043004.1,68861074,68861114,181.0,NC_043004.1,68860388,68861387,LOC115215028,+,uncharacterized LOC115215028
NC_043004.1,69300651,69300667,24.0,NC_043004.1,69299695,69300694,LOC115215078,+,"G protein-coupled receptor kinase 5, transcript variant X2"
NC_043004.1,69311616,69311632,35.0,NC_043004.1,69310617,69311616,LOC118764569,+,uncharacterized LOC118764569
NC_043004.1,70046108,70046123,44.5,NC_043004.1,70045814,70046813,LOC115214947,-,"kinesin-associated protein 3, transcript variant X2"
NC_043004.1,70046435,70046449,32.0,NC_043004.1,70045814,70046813,LOC115214947,-,"kinesin-associated protein 3, transcript variant X2"
NC_043004.1,70046451,70046462,27.5,NC_043004.1,70045814,70046813,LOC115214947,-,"kinesin-associated protein 3, transcript variant X2"
NC_043004.1,70451636,70451650,21.0,NC_043004.1,70451007,70452006,LOC115215296,-,
NC_043004.1,70451989,70452006,25.5,NC_043004.1,70451007,70452006,LOC115215296,-,
NC_043004.1,70788558,70788569,16.5,NC_043004.1,70788051,70789050,LOC115214955,-,tetratricopeptide repeat protein 37
NC_043004.1,70802140,70802156,24.0,NC_043004.1,70802040,70803039,LOC115214956,+,"carnosine N-methyltransferase, transcript variant X1"
NC_043004.1,71946861,71946875,21.0,NC_043004.1,71946171,71947170,LOC118764578,-,"uncharacterized LOC118764578, transcript variant X3"
NC_043004.1,71946980,71947002,99.0,NC_043004.1,71946171,71947170,LOC118764578,-,"uncharacterized LOC118764578, transcript variant X3"
NC_043004.1,71947004,71947021,47.5,NC_043004.1,71946171,71947170,LOC118764578,-,"uncharacterized LOC118764578, transcript variant X3"
NC_043004.1,71947070,71947084,21.0,NC_043004.1,71946171,71947170,LOC118764578,-,"uncharacterized LOC118764578, transcript variant X3"
NC_043004.1,72009108,72009120,40.0,NC_043004.1,72008581,72009580,LOC118764577,-,uncharacterized LOC118764577
NC_043004.1,72333161,72333176,44.5,NC_043004.1,72333002,72334001,LOC118764581,+,uncharacterized LOC118764581
NC_043004.1,72333199,72333213,87.0,NC_043004.1,72333002,72334001,LOC118764581,+,uncharacterized LOC118764581
NC_043004.1,72534107,72534145,57.0,NC_043004.1,72534034,72535033,LOC118764389,-,leucine-rich repeat-containing protein 4-like
NC_043004.1,72584426,72584437,71.5,NC_043004.1,72583436,72584435,LOC115215314,+,
NC_043004.1,72626957,72627006,139.5,NC_043004.1,72626954,72627953,LOC118764574,+,hemicentin-1-like
NC_043004.1,73234553,73234577,36.0,NC_043004.1,73233651,73234650,LOC115214758,-,uncharacterized LOC115214758
NC_043004.1,73234648,73234671,45.5,NC_043004.1,73233651,73234650,LOC115214758,-,uncharacterized LOC115214758
NC_043004.1,73498019,73498039,30.0,NC_043004.1,73497864,73498863,LOC115215198,-,netrin-1
NC_043004.1,73879774,73879818,66.0,NC_043004.1,73879291,73880290,LOC118764443,+,uncharacterized LOC118764443
NC_043004.1,73879829,73879841,84.0,NC_043004.1,73879291,73880290,LOC118764443,+,uncharacterized LOC118764443
NC_043004.1,73879842,73879867,37.5,NC_043004.1,73879291,73880290,LOC118764443,+,uncharacterized LOC118764443
NC_043004.1,73879878,73879895,47.5,NC_043004.1,73879291,73880290,LOC118764443,+,uncharacterized LOC118764443
NC_043004.1,73879905,73879949,176.0,NC_043004.1,73879291,73880290,LOC118764443,+,uncharacterized LOC118764443
NC_043004.1,73879950,73880022,218.0,NC_043004.1,73879291,73880290,LOC118764443,+,uncharacterized LOC118764443
NC_043004.1,73880024,73880044,52.0,NC_043004.1,73879291,73880290,LOC118764443,+,uncharacterized LOC118764443
NC_043004.1,73880045,73880065,74.0,NC_043004.1,73879291,73880290,LOC118764443,+,uncharacterized LOC118764443
NC_043004.1,73880203,73880217,21.0,NC_043004.1,73879291,73880290,LOC118764443,+,uncharacterized LOC118764443
NC_043004.1,74407875,74407891,46.0,NC_043004.1,74407829,74408828,LOC115214935,+,"cell wall protein DAN4, transcript variant X1"
NC_043004.1,75465609,75465633,102.0,NC_043004.1,75465494,75466493,LOC118764591,-,uncharacterized LOC118764591
NC_043004.1,75518792,75518806,21.0,NC_043004.1,75518468,75519467,LOC115215251,-,coiled-coil domain-containing protein 103-like
NC_043004.1,75993654,75993665,49.5,NC_043004.1,75992929,75993928,LOC115214980,+,peroxiredoxin-6
NC_043004.1,75993833,75993845,18.0,NC_043004.1,75992929,75993928,LOC115214980,+,peroxiredoxin-6
NC_043004.1,76107365,76107386,42.5,NC_043004.1,76106756,76107755,LOC118764592,+,uncharacterized LOC118764592
NC_043004.1,76172112,76172136,36.0,NC_043004.1,76171344,76172343,LOC115215064,-,"uncharacterized LOC115215064, transcript variant X2"
NC_043004.1,76172149,76172162,19.5,NC_043004.1,76171344,76172343,LOC115215064,-,"uncharacterized LOC115215064, transcript variant X2"
NC_043004.1,76926393,76926405,29.0,NC_043004.1,76925655,76926654,LOC115215234,+,"uncharacterized LOC115215234, transcript variant X2"
NC_043004.1,77010756,77010768,18.0,NC_043004.1,77010618,77011617,LOC115214856,+,calcitonin gene-related peptide type 1 receptor-like
NC_043004.1,77011258,77011274,46.0,NC_043004.1,77010618,77011617,LOC115214856,+,calcitonin gene-related peptide type 1 receptor-like
NC_043004.1,77011282,77011294,18.0,NC_043004.1,77010618,77011617,LOC115214856,+,calcitonin gene-related peptide type 1 receptor-like
NC_043004.1,77163802,77163868,99.0,NC_043004.1,77163734,77164733,LOC115214909,-,uncharacterized LOC115214909
NC_043004.1,77287869,77287891,44.0,NC_043004.1,77287595,77288594,LOC115214946,-,"integrin beta-3, transcript variant X1"
NC_043004.1,77287896,77287909,19.5,NC_043004.1,77287595,77288594,LOC115214946,-,"integrin beta-3, transcript variant X1"
NC_043004.1,77345278,77345291,52.5,NC_043004.1,77345034,77346033,LOC115214857,-,bromodomain-containing protein 4-like
NC_043004.1,77345335,77345355,30.0,NC_043004.1,77345034,77346033,LOC115214857,-,bromodomain-containing protein 4-like
NC_043004.1,77345362,77345383,108.5,NC_043004.1,77345034,77346033,LOC115214857,-,bromodomain-containing protein 4-like
NC_043004.1,77345398,77345411,41.5,NC_043004.1,77345034,77346033,LOC115214857,-,bromodomain-containing protein 4-like
NC_043004.1,77345427,77345443,24.0,NC_043004.1,77345034,77346033,LOC115214857,-,bromodomain-containing protein 4-like
NC_043004.1,77345526,77345538,18.0,NC_043004.1,77345034,77346033,LOC115214857,-,bromodomain-containing protein 4-like
NC_043004.1,77345539,77345579,104.0,NC_043004.1,77345034,77346033,LOC115214857,-,bromodomain-containing protein 4-like
NC_043004.1,77345778,77345792,21.0,NC_043004.1,77345034,77346033,LOC115214857,-,bromodomain-containing protein 4-like
NC_043004.1,77602893,77602904,27.5,NC_043004.1,77602352,77603351,LOC115214858,-,integral membrane protein GPR155
NC_043004.1,77602916,77602932,24.0,NC_043004.1,77602352,77603351,LOC115214858,-,integral membrane protein GPR155
NC_043004.1,77616467,77616479,18.0,NC_043004.1,77616354,77617353,LOC115215045,+,dynactin subunit 4-like
NC_043004.1,77616829,77616846,25.5,NC_043004.1,77616354,77617353,LOC115215045,+,dynactin subunit 4-like
NC_043004.1,77883152,77883167,22.5,NC_043004.1,77882529,77883528,LOC118764594,+,uncharacterized LOC118764594
NC_043004.1,78217183,78217195,18.0,NC_043004.1,78216900,78217899,LOC115215033,-,"dystrobrevin beta, transcript variant X7"
NC_043004.1,78217213,78217230,47.5,NC_043004.1,78216900,78217899,LOC115215033,-,"dystrobrevin beta, transcript variant X7"
NC_043004.1,78217852,78217891,91.5,NC_043004.1,78216900,78217899,LOC115215033,-,"dystrobrevin beta, transcript variant X7"
NC_043004.1,78280195,78280219,168.0,NC_043004.1,78279363,78280362,LOC115214902,+,"uncharacterized LOC115214902, transcript variant X2"
NC_043004.1,78700715,78700742,62.5,NC_043004.1,78700174,78701173,LOC118764599,+,uncharacterized LOC118764599
NC_043004.1,78701098,78701112,21.0,NC_043004.1,78700174,78701173,LOC118764599,+,uncharacterized LOC118764599
NC_043004.1,78956247,78956265,104.0,NC_043004.1,78955324,78956323,LOC118764446,+,uncharacterized LOC118764446
NC_043004.1,78961279,78961297,27.0,NC_043004.1,78960296,78961295,LOC115215309,+,
NC_043004.1,78961279,78961297,27.0,NC_043004.1,78960883,78961882,LOC115215307,+,
NC_043004.1,78961864,78961884,30.0,NC_043004.1,78960883,78961882,LOC115215307,+,
